,type,id,attributes.accession,attributes.analysis-status,attributes.pipeline-version,attributes.analysis-summary,attributes.experiment-type,attributes.is-private,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.sample.data.id,relationships.sample.data.type,relationships.run.data.id,relationships.run.data.type,relationships.study.data.id,relationships.study.data.type
47,analysis-jobs,MGYA00567585,MGYA00567585,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '68941'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '68655'}, {'key': 'Nucleotide sequences after length filtering', 'value': '68655'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '68655'}, {'key': 'Predicted SSU sequences', 'value': '68102'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:10:20,ILLUMINA,Illumina MiniSeq,SRS6297657,samples,SRR11282119,runs,MGYS00005611,studies
48,analysis-jobs,MGYA00567586,MGYA00567586,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '168721'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '167997'}, {'key': 'Nucleotide sequences after length filtering', 'value': '167997'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '167997'}, {'key': 'Predicted SSU sequences', 'value': '166745'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:10:54,ILLUMINA,Illumina MiniSeq,SRS6297659,samples,SRR11282118,runs,MGYS00005611,studies
49,analysis-jobs,MGYA00567587,MGYA00567587,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '44766'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '44609'}, {'key': 'Nucleotide sequences after length filtering', 'value': '44609'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '44609'}, {'key': 'Predicted SSU sequences', 'value': '44105'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:11:39,ILLUMINA,Illumina MiniSeq,SRS6297660,samples,SRR11282117,runs,MGYS00005611,studies
50,analysis-jobs,MGYA00567588,MGYA00567588,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '30598'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30480'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30480'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30480'}, {'key': 'Predicted SSU sequences', 'value': '30196'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:12:12,ILLUMINA,Illumina MiniSeq,SRS6297666,samples,SRR11282116,runs,MGYS00005611,studies
51,analysis-jobs,MGYA00567589,MGYA00567589,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '57480'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '57223'}, {'key': 'Nucleotide sequences after length filtering', 'value': '57223'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '57223'}, {'key': 'Predicted SSU sequences', 'value': '56611'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:12:47,ILLUMINA,Illumina MiniSeq,SRS6297661,samples,SRR11282115,runs,MGYS00005611,studies
52,analysis-jobs,MGYA00567590,MGYA00567590,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '88056'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '87756'}, {'key': 'Nucleotide sequences after length filtering', 'value': '87756'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '87756'}, {'key': 'Predicted SSU sequences', 'value': '86950'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:13:27,ILLUMINA,Illumina MiniSeq,SRS6297662,samples,SRR11282114,runs,MGYS00005611,studies
53,analysis-jobs,MGYA00567591,MGYA00567591,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '176738'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '176015'}, {'key': 'Nucleotide sequences after length filtering', 'value': '176015'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '176015'}, {'key': 'Predicted SSU sequences', 'value': '174372'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:14:02,ILLUMINA,Illumina MiniSeq,SRS6297663,samples,SRR11282113,runs,MGYS00005611,studies
54,analysis-jobs,MGYA00567592,MGYA00567592,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '98030'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '97740'}, {'key': 'Nucleotide sequences after length filtering', 'value': '97740'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '97740'}, {'key': 'Predicted SSU sequences', 'value': '96737'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:14:38,ILLUMINA,Illumina MiniSeq,SRS6297664,samples,SRR11282112,runs,MGYS00005611,studies
55,analysis-jobs,MGYA00567593,MGYA00567593,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '53515'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '53320'}, {'key': 'Nucleotide sequences after length filtering', 'value': '53320'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '53320'}, {'key': 'Predicted SSU sequences', 'value': '52241'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:15:17,ILLUMINA,Illumina MiniSeq,SRS6297665,samples,SRR11282111,runs,MGYS00005611,studies
56,analysis-jobs,MGYA00567594,MGYA00567594,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '136488'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '136149'}, {'key': 'Nucleotide sequences after length filtering', 'value': '136149'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '136149'}, {'key': 'Predicted SSU sequences', 'value': '135274'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:15:59,ILLUMINA,Illumina MiniSeq,SRS6297667,samples,SRR11282110,runs,MGYS00005611,studies
57,analysis-jobs,MGYA00567595,MGYA00567595,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '165454'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '164852'}, {'key': 'Nucleotide sequences after length filtering', 'value': '164852'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '164852'}, {'key': 'Predicted SSU sequences', 'value': '163433'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:16:40,ILLUMINA,Illumina MiniSeq,SRS6297674,samples,SRR11282109,runs,MGYS00005611,studies
58,analysis-jobs,MGYA00567596,MGYA00567596,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '15114'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '15030'}, {'key': 'Nucleotide sequences after length filtering', 'value': '15030'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '15030'}, {'key': 'Predicted SSU sequences', 'value': '14859'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:17:16,ILLUMINA,Illumina MiniSeq,SRS6297668,samples,SRR11282108,runs,MGYS00005611,studies
59,analysis-jobs,MGYA00567597,MGYA00567597,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '67470'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '67244'}, {'key': 'Nucleotide sequences after length filtering', 'value': '67244'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '67244'}, {'key': 'Predicted SSU sequences', 'value': '66773'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:17:53,ILLUMINA,Illumina MiniSeq,SRS6297669,samples,SRR11282107,runs,MGYS00005611,studies
60,analysis-jobs,MGYA00567598,MGYA00567598,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '112913'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '112006'}, {'key': 'Nucleotide sequences after length filtering', 'value': '112006'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '112006'}, {'key': 'Predicted SSU sequences', 'value': '110835'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:18:27,ILLUMINA,Illumina MiniSeq,SRS6297670,samples,SRR11282106,runs,MGYS00005611,studies
61,analysis-jobs,MGYA00567599,MGYA00567599,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '32602'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32521'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32521'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32521'}, {'key': 'Predicted SSU sequences', 'value': '31946'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:19:04,ILLUMINA,Illumina MiniSeq,SRS6297671,samples,SRR11282105,runs,MGYS00005611,studies
62,analysis-jobs,MGYA00567600,MGYA00567600,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '54751'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '54470'}, {'key': 'Nucleotide sequences after length filtering', 'value': '54470'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '54470'}, {'key': 'Predicted SSU sequences', 'value': '54120'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:19:38,ILLUMINA,Illumina MiniSeq,SRS6297672,samples,SRR11282104,runs,MGYS00005611,studies
63,analysis-jobs,MGYA00567601,MGYA00567601,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '31086'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30995'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30995'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30995'}, {'key': 'Predicted SSU sequences', 'value': '30793'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:20:16,ILLUMINA,Illumina MiniSeq,SRS6297673,samples,SRR11282103,runs,MGYS00005611,studies
64,analysis-jobs,MGYA00567602,MGYA00567602,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '189595'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '188915'}, {'key': 'Nucleotide sequences after length filtering', 'value': '188915'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '188915'}, {'key': 'Predicted SSU sequences', 'value': '187735'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:20:49,ILLUMINA,Illumina MiniSeq,SRS6297675,samples,SRR11282102,runs,MGYS00005611,studies
65,analysis-jobs,MGYA00567603,MGYA00567603,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '33094'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32965'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32965'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32965'}, {'key': 'Predicted SSU sequences', 'value': '31058'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:21:30,ILLUMINA,Illumina MiniSeq,SRS6297676,samples,SRR11282101,runs,MGYS00005611,studies
66,analysis-jobs,MGYA00567604,MGYA00567604,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '68343'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '68116'}, {'key': 'Nucleotide sequences after length filtering', 'value': '68116'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '68116'}, {'key': 'Predicted SSU sequences', 'value': '67648'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:22:03,ILLUMINA,Illumina MiniSeq,SRS6297681,samples,SRR11282100,runs,MGYS00005611,studies
67,analysis-jobs,MGYA00567605,MGYA00567605,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '33269'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33142'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33142'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33142'}, {'key': 'Predicted SSU sequences', 'value': '32677'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:22:40,ILLUMINA,Illumina MiniSeq,SRS6297677,samples,SRR11282099,runs,MGYS00005611,studies
68,analysis-jobs,MGYA00567606,MGYA00567606,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '104651'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '104292'}, {'key': 'Nucleotide sequences after length filtering', 'value': '104292'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '104292'}, {'key': 'Predicted SSU sequences', 'value': '103623'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:23:17,ILLUMINA,Illumina MiniSeq,SRS6297678,samples,SRR11282098,runs,MGYS00005611,studies
69,analysis-jobs,MGYA00567607,MGYA00567607,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '22406'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22288'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22288'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22288'}, {'key': 'Predicted SSU sequences', 'value': '21640'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:23:52,ILLUMINA,Illumina MiniSeq,SRS6297679,samples,SRR11282097,runs,MGYS00005611,studies
70,analysis-jobs,MGYA00567608,MGYA00567608,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '133930'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '133514'}, {'key': 'Nucleotide sequences after length filtering', 'value': '133514'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '133514'}, {'key': 'Predicted SSU sequences', 'value': '132256'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:24:29,ILLUMINA,Illumina MiniSeq,SRS6297680,samples,SRR11282096,runs,MGYS00005611,studies
71,analysis-jobs,MGYA00567609,MGYA00567609,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '40933'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40803'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40803'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40803'}, {'key': 'Predicted SSU sequences', 'value': '40518'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:25:07,ILLUMINA,Illumina MiniSeq,SRS6297682,samples,SRR11282095,runs,MGYS00005611,studies
72,analysis-jobs,MGYA00567610,MGYA00567610,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '83150'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '82929'}, {'key': 'Nucleotide sequences after length filtering', 'value': '82929'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '82929'}, {'key': 'Predicted SSU sequences', 'value': '82419'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:25:40,ILLUMINA,Illumina MiniSeq,SRS6297683,samples,SRR11282094,runs,MGYS00005611,studies
73,analysis-jobs,MGYA00567611,MGYA00567611,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '43408'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '43258'}, {'key': 'Nucleotide sequences after length filtering', 'value': '43258'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '43258'}, {'key': 'Predicted SSU sequences', 'value': '42701'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:26:18,ILLUMINA,Illumina MiniSeq,SRS6297684,samples,SRR11282093,runs,MGYS00005611,studies
74,analysis-jobs,MGYA00567612,MGYA00567612,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '8257'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '8212'}, {'key': 'Nucleotide sequences after length filtering', 'value': '8212'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '8212'}, {'key': 'Predicted SSU sequences', 'value': '8009'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:26:52,ILLUMINA,Illumina MiniSeq,SRS6297689,samples,SRR11282092,runs,MGYS00005611,studies
75,analysis-jobs,MGYA00567613,MGYA00567613,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '211428'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '210626'}, {'key': 'Nucleotide sequences after length filtering', 'value': '210626'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '210626'}, {'key': 'Predicted SSU sequences', 'value': '209167'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:27:27,ILLUMINA,Illumina MiniSeq,SRS6297685,samples,SRR11282091,runs,MGYS00005611,studies
76,analysis-jobs,MGYA00567614,MGYA00567614,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '37433'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37315'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37315'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37315'}, {'key': 'Predicted SSU sequences', 'value': '37025'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:28:06,ILLUMINA,Illumina MiniSeq,SRS6297686,samples,SRR11282090,runs,MGYS00005611,studies
77,analysis-jobs,MGYA00567615,MGYA00567615,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '39293'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39157'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39157'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39157'}, {'key': 'Predicted SSU sequences', 'value': '38793'}, {'key': 'Predicted LSU sequences', 'value': '1'}]",amplicon,False,2020-09-24T01:28:43,ILLUMINA,Illumina MiniSeq,SRS6297687,samples,SRR11282089,runs,MGYS00005611,studies
78,analysis-jobs,MGYA00567616,MGYA00567616,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '18114'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '18066'}, {'key': 'Nucleotide sequences after length filtering', 'value': '18066'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '18066'}, {'key': 'Predicted SSU sequences', 'value': '17650'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:29:41,ILLUMINA,Illumina MiniSeq,SRS6297688,samples,SRR11282088,runs,MGYS00005611,studies
79,analysis-jobs,MGYA00567617,MGYA00567617,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '48321'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '48199'}, {'key': 'Nucleotide sequences after length filtering', 'value': '48199'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '48199'}, {'key': 'Predicted SSU sequences', 'value': '47783'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:30:19,ILLUMINA,Illumina MiniSeq,SRS6297690,samples,SRR11282087,runs,MGYS00005611,studies
80,analysis-jobs,MGYA00567618,MGYA00567618,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '85634'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '85355'}, {'key': 'Nucleotide sequences after length filtering', 'value': '85355'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '85355'}, {'key': 'Predicted SSU sequences', 'value': '84568'}, {'key': 'Predicted LSU sequences', 'value': '1'}]",amplicon,False,2020-09-24T01:30:58,ILLUMINA,Illumina MiniSeq,SRS6297691,samples,SRR11282086,runs,MGYS00005611,studies
81,analysis-jobs,MGYA00567619,MGYA00567619,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '145009'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '144585'}, {'key': 'Nucleotide sequences after length filtering', 'value': '144585'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '144585'}, {'key': 'Predicted SSU sequences', 'value': '143576'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:31:35,ILLUMINA,Illumina MiniSeq,SRS6297696,samples,SRR11282085,runs,MGYS00005611,studies
82,analysis-jobs,MGYA00567620,MGYA00567620,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '158633'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '158144'}, {'key': 'Nucleotide sequences after length filtering', 'value': '158144'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '158144'}, {'key': 'Predicted SSU sequences', 'value': '156906'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:32:10,ILLUMINA,Illumina MiniSeq,SRS6297692,samples,SRR11282084,runs,MGYS00005611,studies
83,analysis-jobs,MGYA00567621,MGYA00567621,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '57167'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '57017'}, {'key': 'Nucleotide sequences after length filtering', 'value': '57017'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '57017'}, {'key': 'Predicted SSU sequences', 'value': '56491'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:32:47,ILLUMINA,Illumina MiniSeq,SRS6297693,samples,SRR11282083,runs,MGYS00005611,studies
84,analysis-jobs,MGYA00567622,MGYA00567622,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '103556'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '103231'}, {'key': 'Nucleotide sequences after length filtering', 'value': '103231'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '103231'}, {'key': 'Predicted SSU sequences', 'value': '102189'}, {'key': 'Predicted LSU sequences', 'value': '1'}]",amplicon,False,2020-09-24T01:33:24,ILLUMINA,Illumina MiniSeq,SRS6297695,samples,SRR11282081,runs,MGYS00005611,studies
85,analysis-jobs,MGYA00567623,MGYA00567623,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '106181'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '105702'}, {'key': 'Nucleotide sequences after length filtering', 'value': '105702'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '105702'}, {'key': 'Predicted SSU sequences', 'value': '104658'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:34:01,ILLUMINA,Illumina MiniSeq,SRS6297697,samples,SRR11282080,runs,MGYS00005611,studies
86,analysis-jobs,MGYA00567624,MGYA00567624,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '105097'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '104812'}, {'key': 'Nucleotide sequences after length filtering', 'value': '104812'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '104812'}, {'key': 'Predicted SSU sequences', 'value': '104047'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:34:41,ILLUMINA,Illumina MiniSeq,SRS6297700,samples,SRR11282079,runs,MGYS00005611,studies
87,analysis-jobs,MGYA00567625,MGYA00567625,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '48207'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '48041'}, {'key': 'Nucleotide sequences after length filtering', 'value': '48041'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '48041'}, {'key': 'Predicted SSU sequences', 'value': '47510'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:35:19,ILLUMINA,Illumina MiniSeq,SRS6297698,samples,SRR11282078,runs,MGYS00005611,studies
88,analysis-jobs,MGYA00567626,MGYA00567626,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '37830'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37700'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37700'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37700'}, {'key': 'Predicted SSU sequences', 'value': '37466'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:35:51,ILLUMINA,Illumina MiniSeq,SRS6297699,samples,SRR11282077,runs,MGYS00005611,studies
89,analysis-jobs,MGYA00567627,MGYA00567627,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '387'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '385'}, {'key': 'Nucleotide sequences after length filtering', 'value': '385'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '385'}, {'key': 'Predicted SSU sequences', 'value': '135'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:36:27,ILLUMINA,Illumina MiniSeq,SRS6297701,samples,SRR11282076,runs,MGYS00005611,studies
90,analysis-jobs,MGYA00567628,MGYA00567628,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '26518'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '26440'}, {'key': 'Nucleotide sequences after length filtering', 'value': '26440'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '26440'}, {'key': 'Predicted SSU sequences', 'value': '26103'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:36:56,ILLUMINA,Illumina MiniSeq,SRS6297702,samples,SRR11282075,runs,MGYS00005611,studies
91,analysis-jobs,MGYA00567629,MGYA00567629,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '77099'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '76841'}, {'key': 'Nucleotide sequences after length filtering', 'value': '76841'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '76841'}, {'key': 'Predicted SSU sequences', 'value': '75345'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:37:31,ILLUMINA,Illumina MiniSeq,SRS6297705,samples,SRR11282074,runs,MGYS00005611,studies
92,analysis-jobs,MGYA00567630,MGYA00567630,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '56218'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '55956'}, {'key': 'Nucleotide sequences after length filtering', 'value': '55956'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '55956'}, {'key': 'Predicted SSU sequences', 'value': '55604'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:38:06,ILLUMINA,Illumina MiniSeq,SRS6297703,samples,SRR11282073,runs,MGYS00005611,studies
93,analysis-jobs,MGYA00567631,MGYA00567631,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '14790'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '14732'}, {'key': 'Nucleotide sequences after length filtering', 'value': '14732'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '14732'}, {'key': 'Predicted SSU sequences', 'value': '14560'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:38:46,ILLUMINA,Illumina MiniSeq,SRS6297704,samples,SRR11282072,runs,MGYS00005611,studies
